homecage-1.tif

1.0000,0.3903
2.0000,0.4176
3.0000,0.3123
4.0000,0.3052
5.0000,0.3763
6.0000,0.3583
7.0000,0.4031
8.0000,0.3382
9.0000,0.2554
10.0000,0.2513
11.0000,0.1549
12.0000,0.2650
13.0000,0.1885
14.0000,0.1409
15.0000,0.1465
16.0000,0.1462
17.0000,0.1429
18.0000,0.1640
19.0000,0.1718
20.0000,0.1092
21.0000,0.1604
22.0000,0.1547
23.0000,0.1747
24.0000,0.1958
25.0000,0.2604
26.0000,0.3707
27.0000,0.3802
28.0000,0.3122
29.0000,0.4261
30.0000,0.3708
31.0000,0.3203
32.0000,0.3209
33.0000,0.2871
34.0000,0.3621
35.0000,0.3075
36.0000,0.2304
37.0000,0.1266
38.0000,0.2136
39.0000,0.1566
40.0000,0.1950
41.0000,0.1728
42.0000,0.2222
43.0000,0.1714
44.0000,0.1491
45.0000,0.1467
46.0000,0.1140
47.0000,0.1995
48.0000,0.1116
49.0000,0.1645
50.0000,0.0995
51.0000,0.1397
52.0000,0.1388
53.0000,0.1813
54.0000,0.1220
55.0000,0.1114
56.0000,0.1059
57.0000,0.1128
58.0000,0.1436
59.0000,0.1753
60.0000,0.1556
61.0000,0.0714
62.0000,0.0846
63.0000,0.0666
64.0000,0.1024
65.0000,0.2331
66.0000,0.1013
67.0000,0.1541
68.0000,0.1334
69.0000,0.0934
70.0000,0.1039
71.0000,0.0439
72.0000,0.0547
73.0000,0.1445
74.0000,0.0656
75.0000,0.1088
76.0000,0.1208
77.0000,0.1663
78.0000,0.1117
79.0000,0.1364
80.0000,0.1162
81.0000,0.2274
82.0000,0.1403
83.0000,0.1991
84.0000,0.0904
85.0000,0.1232
86.0000,0.1168
87.0000,0.1159
88.0000,0.0936
89.0000,0.1341
90.0000,0.1813
91.0000,0.1373
92.0000,0.1590
93.0000,0.0872
94.0000,0.1578
95.0000,0.1259
96.0000,0.1190
97.0000,0.1230
98.0000,0.1618
99.0000,0.1844
100.0000,0.1180
101.0000,0.1131
102.0000,0.0798
103.0000,0.0670
104.0000,0.0391
105.0000,0.1214
106.0000,0.0696
107.0000,0.1567
108.0000,0.1214
109.0000,0.1436
110.0000,0.0797
111.0000,0.0676
112.0000,0.1021
113.0000,0.0674
114.0000,0.0978
115.0000,0.1118
116.0000,0.1605
117.0000,0.1282
118.0000,0.2066
119.0000,0.1267
120.0000,0.1973
121.0000,0.1194
122.0000,0.1159
123.0000,0.0682
124.0000,0.0946
125.0000,0.1370
126.0000,0.0727
127.0000,0.1299
128.0000,0.6833
129.0000,0.0853
130.0000,0.0783
131.0000,0.0797
132.0000,0.1110
133.0000,0.0802
134.0000,0.1695
135.0000,0.1104
136.0000,0.1223
137.0000,0.1118
138.0000,0.1575
139.0000,0.0064
140.0000,0.2151
141.0000,0.2289
142.0000,0.1128
143.0000,0.1530
144.0000,0.1713
145.0000,0.1095
146.0000,0.1236
147.0000,0.1417
148.0000,0.1296
149.0000,0.1300
150.0000,0.1543
151.0000,0.1232
152.0000,0.0627
153.0000,0.1135
154.0000,0.1496
155.0000,0.1175
156.0000,0.0746
157.0000,0.1098
158.0000,0.0759
159.0000,0.0738
160.0000,0.0870
161.0000,0.0847
162.0000,0.0858
163.0000,0.1250
164.0000,0.0969
165.0000,0.1036
166.0000,0.1426
167.0000,0.0804
168.0000,0.0668
169.0000,0.0728
170.0000,0.0825
171.0000,0.0796
172.0000,0.0397
173.0000,0.0471
174.0000,0.1068
175.0000,0.0498
176.0000,0.1418
177.0000,0.1114
178.0000,0.0604



homecage-2.avi

1.0000,0.6169
2.0000,0.3270
3.0000,0.3364
4.0000,0.2969
5.0000,0.2768
6.0000,0.2662
7.0000,0.2479
8.0000,0.2820
9.0000,0.2803
10.0000,0.3072
11.0000,0.2935
12.0000,0.3521
13.0000,0.2700
14.0000,0.3004
15.0000,0.2999
16.0000,0.3816
17.0000,0.3922
18.0000,0.3612
19.0000,0.2411
20.0000,0.2876
21.0000,0.3455
22.0000,0.3259
23.0000,0.2947
24.0000,0.3345
25.0000,0.3105
26.0000,0.6745
27.0000,0.3385
28.0000,0.3239
29.0000,0.2660
30.0000,0.2927
31.0000,0.3416
32.0000,0.3823
33.0000,0.2879
34.0000,0.3033
35.0000,0.3948
36.0000,0.4329
37.0000,0.3966
38.0000,0.3726
39.0000,0.4119
40.0000,0.4291
41.0000,0.3753
42.0000,0.3385
43.0000,0.3159
44.0000,0.3443
45.0000,0.3120
46.0000,0.3016
47.0000,0.2856
48.0000,0.2642
49.0000,0.2577
50.0000,0.3293
51.0000,0.5315
52.0000,0.3431
53.0000,0.3662
54.0000,0.3260
55.0000,0.2823
56.0000,0.2742
57.0000,0.2333
58.0000,0.3008
59.0000,0.3355
60.0000,0.3499
61.0000,0.2767
62.0000,0.2573
63.0000,0.2475
64.0000,0.2734
65.0000,0.2543
66.0000,0.3710
67.0000,0.2869
68.0000,0.3071
69.0000,0.3201
70.0000,0.3503
71.0000,0.2473
72.0000,0.3036
73.0000,0.2554
74.0000,0.2521
75.0000,0.1966
76.0000,0.5931
77.0000,0.2637
78.0000,0.2481
79.0000,0.2689
80.0000,0.2781
81.0000,0.2641
82.0000,0.2594
83.0000,0.2389
84.0000,0.2642
85.0000,0.3396
86.0000,0.3466
87.0000,0.3076
88.0000,0.3645
89.0000,0.2753
90.0000,0.2537
91.0000,0.2876
92.0000,0.3111
93.0000,0.3142
94.0000,0.3276
95.0000,0.4099
96.0000,0.3995
97.0000,0.3084
98.0000,0.2736
99.0000,0.3225
100.0000,0.3006
101.0000,0.5205
102.0000,0.2625
103.0000,0.2755
104.0000,0.2859
105.0000,0.2938
106.0000,0.2485
107.0000,0.2271
108.0000,0.2636
109.0000,0.2178
110.0000,0.2540
111.0000,0.2805
112.0000,0.4054
113.0000,0.4435
114.0000,0.3863
115.0000,0.4089
116.0000,0.3898
117.0000,0.3185
118.0000,0.2675
119.0000,0.2396
120.0000,0.2191
121.0000,0.2211
122.0000,0.2118
123.0000,0.2753
124.0000,0.2372
125.0000,0.2123
126.0000,0.5814
127.0000,0.2895
128.0000,0.2471
129.0000,0.2858
130.0000,0.3769
131.0000,0.4024
132.0000,0.4836
133.0000,0.5078
134.0000,0.4963
135.0000,0.4355
136.0000,0.4103
137.0000,0.3817
138.0000,0.3433
139.0000,0.3187
140.0000,0.3912
141.0000,0.4225
142.0000,0.3832
143.0000,0.4015
144.0000,0.3572
145.0000,0.2548
146.0000,0.2984
147.0000,0.2176
148.0000,0.2623
149.0000,0.2590
150.0000,0.2849
151.0000,0.4994
152.0000,0.3004
153.0000,0.3178
154.0000,0.2455
155.0000,0.2157
156.0000,0.2170
157.0000,0.2729
158.0000,0.3439
159.0000,0.2718
160.0000,0.2484
161.0000,0.2111
162.0000,0.2267
163.0000,0.2086
164.0000,0.2389
165.0000,0.2129
166.0000,0.2191
167.0000,0.2167
168.0000,0.2383
169.0000,0.2967
170.0000,0.2733
171.0000,0.2290
172.0000,0.2728
173.0000,0.2266
174.0000,0.2244
175.0000,0.2139
176.0000,0.4897
177.0000,0.2592
178.0000,0.2684
179.0000,0.3191
180.0000,0.3122
181.0000,0.3145
182.0000,0.3147
183.0000,0.2945
184.0000,0.2551
185.0000,0.3037
186.0000,0.3566
187.0000,0.3635
188.0000,0.3615
189.0000,0.3302
190.0000,0.3122
191.0000,0.2796
192.0000,0.3420
193.0000,0.3249
194.0000,0.3023
195.0000,0.3381
196.0000,0.3123
197.0000,0.3445
198.0000,0.3199
199.0000,0.2541
200.0000,0.2785
201.0000,0.5707
202.0000,0.2884
203.0000,0.4167
204.0000,0.4232
205.0000,0.3611
206.0000,0.3791
207.0000,0.3933
208.0000,0.4114
209.0000,0.3702
210.0000,0.3803
211.0000,0.2993
212.0000,0.3140
213.0000,0.2487
214.0000,0.2267
215.0000,0.2847
216.0000,0.2909
217.0000,0.2986
218.0000,0.2959
219.0000,0.2656
220.0000,0.3853
221.0000,0.4027
222.0000,0.4424
223.0000,0.6065
224.0000,0.7749
225.0000,0.8478
226.0000,1.2699
227.0000,0.6044
228.0000,0.4845
229.0000,0.5154
230.0000,0.5413
231.0000,0.4881
232.0000,0.4390
233.0000,0.3717
234.0000,0.5014
235.0000,0.5285
236.0000,0.5340
237.0000,0.5307
238.0000,0.5331
239.0000,0.4557
240.0000,0.3658
241.0000,0.4475
242.0000,0.3761
243.0000,0.2853
244.0000,0.2587
245.0000,0.2506
246.0000,0.2500
247.0000,0.2670
248.0000,0.3280
249.0000,0.2802
250.0000,0.3373
251.0000,0.6028
252.0000,0.3854
253.0000,0.2815
254.0000,0.4382
255.0000,0.3397
256.0000,0.4048
257.0000,0.4179
258.0000,0.3791
259.0000,0.3433
260.0000,0.3029
261.0000,0.3506
262.0000,0.3287
263.0000,0.3809
264.0000,0.3474
265.0000,0.4436
266.0000,0.5168
267.0000,0.5493
268.0000,0.5548
269.0000,0.7807
270.0000,0.6344
271.0000,0.4395
272.0000,0.4157
273.0000,0.4657
274.0000,0.4401
275.0000,0.4105
276.0000,0.8089
277.0000,0.3702
278.0000,0.3341
279.0000,0.3576
280.0000,0.3535
281.0000,0.4042
282.0000,0.4040
283.0000,0.3884
284.0000,0.3727
285.0000,0.4384
286.0000,0.3447
287.0000,0.3543
288.0000,0.3749
289.0000,0.3471
290.0000,0.3658
291.0000,0.2956
292.0000,0.2983
293.0000,0.3498
294.0000,0.3964
295.0000,0.3961
296.0000,0.3472
297.0000,0.3749
298.0000,0.3593
299.0000,0.3291
300.0000,0.3812
301.0000,0.5880
302.0000,0.3732
303.0000,0.3909
304.0000,0.3485
305.0000,0.3504
306.0000,0.3525
307.0000,0.3143
308.0000,0.3574
309.0000,0.2801
310.0000,0.3281
311.0000,0.3200
312.0000,0.3487
313.0000,0.2882
314.0000,0.2698
315.0000,0.2403
316.0000,0.2596
317.0000,0.2447
318.0000,0.2506
319.0000,0.2442
320.0000,0.2314
321.0000,0.2182
322.0000,0.2228
323.0000,0.2282
324.0000,0.2119
325.0000,0.2386
326.0000,0.4767
327.0000,0.3069
328.0000,0.2730
329.0000,0.2312
330.0000,0.2303
331.0000,0.1986
332.0000,0.2216
333.0000,0.2314
334.0000,0.3047
335.0000,0.3756
336.0000,0.3785
337.0000,0.2505
338.0000,0.2585
339.0000,0.3247
340.0000,0.3112
341.0000,0.2326
342.0000,0.1994
343.0000,0.2174
344.0000,0.2547
345.0000,0.2906
346.0000,0.2582
347.0000,0.2246
348.0000,0.2102
349.0000,0.1988
350.0000,0.2087
351.0000,0.5932
352.0000,0.3457
353.0000,0.3541
354.0000,0.3927
355.0000,0.3102
356.0000,0.2854
357.0000,0.2595
358.0000,0.2794
359.0000,0.2587
360.0000,0.2617
361.0000,0.3137
362.0000,0.3098
363.0000,0.2919
364.0000,0.2763
365.0000,0.3092
366.0000,0.2769
367.0000,0.3128
368.0000,0.3190
369.0000,0.3096
370.0000,0.3279
371.0000,0.2850
372.0000,0.2929
373.0000,0.3152
374.0000,0.2706
375.0000,0.2417
376.0000,0.5337
377.0000,0.3205
378.0000,0.3140
379.0000,0.3017
380.0000,0.3436
381.0000,0.3811
382.0000,0.3988
383.0000,0.2989
384.0000,0.2756
385.0000,0.3289
386.0000,0.3983
387.0000,0.5530
